order_id,order_date,customer_id,customer_name,city,region,signup_date,product_id,product_name,category,unit_price,quantity,discount,sales,profit
O0440,12-06-2024,C001,Customer 1,Mumbai,West,26-01-2023,P001,Laptop,Electronics,6094.16,5,0.2,24376.64,6702.83
O0441,25-11-2025,C079,Customer 79,Kolkata,East,06-06-2023,P001,Laptop,Electronics,6094.16,1,0,6094.16,1856.29
O0459,18-07-2025,C019,Customer 19,Mumbai,West,05-04-2023,P001,Laptop,Electronics,6094.16,3,0.05,17368.36,5055.9
O0460,08-03-2024,C006,Customer 6,Jaipur,North,08-03-2024,P001,Laptop,Electronics,6094.16,2,0.1,10969.49,3458.39
O0492,23-04-2025,C065,Customer 65,Noida,North,02-09-2024,P001,Laptop,Electronics,6094.16,2,0.05,11578.9,4038.61
O0509,19-09-2025,C065,Customer 65,Noida,North,02-09-2024,P001,Laptop,Electronics,6094.16,5,0,30470.8,4521.55
O0541,20-05-2024,C044,Customer 44,Pune,West,27-02-2023,P001,Laptop,Electronics,6094.16,4,0,24376.64,6200.38
O0560,27-01-2025,C075,Customer 75,Chennai,South,02-07-2023,P001,Laptop,Electronics,6094.16,3,0,18282.48,951.59
O0579,18-04-2025,C054,Customer 54,Chennai,South,27-09-2023,P001,Laptop,Electronics,6094.16,4,0.1,21938.98,1476.95
O0614,21-03-2024,C007,Customer 7,Delhi,North,31-01-2023,P001,Laptop,Electronics,6094.16,3,0,18282.48,2725.53
O0630,05-06-2024,C015,Customer 15,Delhi,North,13-06-2023,P001,Laptop,Electronics,6094.16,5,0.15,25900.18,4539.61
O0646,02-07-2024,C081,Customer 81,Chennai,South,27-06-2024,P001,Laptop,Electronics,6094.16,4,0.2,19501.31,6472.75
O0651,23-03-2024,C051,Customer 51,Gurugram,North,27-05-2023,P001,Laptop,Electronics,6094.16,2,0,12188.32,3110.61
O0682,22-06-2024,C033,Customer 33,Hyderabad,South,09-04-2024,P001,Laptop,Electronics,6094.16,5,0,30470.8,6751.97
O0688,09-02-2025,C014,Customer 14,Jaipur,North,12-10-2023,P001,Laptop,Electronics,6094.16,1,0,6094.16,861.7
O0697,17-07-2025,C070,Customer 70,Chennai,South,01-10-2023,P001,Laptop,Electronics,6094.16,5,0.1,27423.72,2851.47
O0724,25-08-2024,C060,Customer 60,Delhi,North,23-04-2023,P001,Laptop,Electronics,6094.16,5,0.05,28947.26,9770.82
O0728,12-10-2024,C100,Customer 100,Chennai,South,07-04-2024,P001,Laptop,Electronics,6094.16,1,0.15,5180.04,592.8
O0764,26-11-2025,C034,Customer 34,Pune,West,16-06-2023,P001,Laptop,Electronics,6094.16,3,0.2,14625.98,2988.45
O0775,11-08-2024,C055,Customer 55,Jaipur,North,14-03-2024,P001,Laptop,Electronics,6094.16,1,0.2,4875.33,1025.42
O0782,14-03-2025,C077,Customer 77,Hyderabad,South,16-10-2024,P001,Laptop,Electronics,6094.16,4,0.05,23157.81,1162.59
O0795,16-05-2024,C055,Customer 55,Jaipur,North,14-03-2024,P001,Laptop,Electronics,6094.16,2,0.05,11578.9,3265.69
O0815,19-12-2025,C046,Customer 46,Pune,West,15-02-2024,P001,Laptop,Electronics,6094.16,5,0.2,24376.64,4256.88
O0822,26-02-2024,C044,Customer 44,Pune,West,27-02-2023,P001,Laptop,Electronics,6094.16,1,0.05,5789.45,1352.93
O0823,28-06-2024,C057,Customer 57,Pune,West,13-08-2023,P001,Laptop,Electronics,6094.16,3,0.15,15540.11,4234.81
O0838,02-03-2025,C067,Customer 67,Hyderabad,South,20-07-2024,P001,Laptop,Electronics,6094.16,4,0,24376.64,3572.17
O0846,19-07-2024,C037,Customer 37,Hyderabad,South,19-12-2024,P001,Laptop,Electronics,6094.16,3,0.1,16454.23,5620.06
O0884,17-07-2025,C058,Customer 58,Bengaluru,South,05-06-2024,P001,Laptop,Electronics,6094.16,3,0.05,17368.36,3015.11
O0891,12-08-2024,C031,Customer 31,Mumbai,West,27-08-2023,P001,Laptop,Electronics,6094.16,2,0,12188.32,1775.39
O0895,27-02-2024,C065,Customer 65,Noida,North,02-09-2024,P001,Laptop,Electronics,6094.16,2,0,12188.32,2560.85
O0898,15-12-2025,C074,Customer 74,Delhi,North,27-09-2023,P001,Laptop,Electronics,6094.16,2,0,12188.32,2775.96
O0924,30-01-2025,C006,Customer 6,Jaipur,North,08-03-2024,P001,Laptop,Electronics,6094.16,1,0.15,5180.04,260.99
O0931,19-01-2025,C027,Customer 27,Jaipur,North,06-01-2024,P001,Laptop,Electronics,6094.16,1,0,6094.16,615.7
O0934,17-06-2024,C069,Customer 69,Mumbai,West,29-11-2024,P001,Laptop,Electronics,6094.16,1,0.05,5789.45,1926.34
O0936,23-02-2025,C087,Customer 87,Kolkata,East,03-08-2024,P001,Laptop,Electronics,6094.16,3,0,18282.48,6258.45
O0994,15-06-2024,C036,Customer 36,Kolkata,East,17-11-2024,P001,Laptop,Electronics,6094.16,3,0,18282.48,3034.34
O0002,29-04-2025,C037,Customer 37,Hyderabad,South,19-12-2024,P002,Headphones,Electronics,11273.63,5,0.05,53549.74,6581.22
O0003,05-11-2025,C085,Customer 85,Pune,West,11-11-2023,P002,Headphones,Electronics,11273.63,4,0,45094.52,3530.8
O0020,28-02-2024,C091,Customer 91,Bengaluru,South,06-11-2024,P002,Headphones,Electronics,11273.63,5,0.2,45094.52,9439.99
O0048,20-02-2025,C088,Customer 88,Mumbai,West,29-03-2023,P002,Headphones,Electronics,11273.63,1,0,11273.63,3202.1
O0059,26-11-2025,C056,Customer 56,Jaipur,North,13-02-2024,P002,Headphones,Electronics,11273.63,3,0.15,28747.76,5830.67
O0067,11-11-2025,C054,Customer 54,Chennai,South,27-09-2023,P002,Headphones,Electronics,11273.63,2,0,22547.26,4044.74
O0069,22-02-2025,C062,Customer 62,Bengaluru,South,27-11-2024,P002,Headphones,Electronics,11273.63,3,0.1,30438.8,4346.22
O0077,10-10-2025,C038,Customer 38,Mumbai,West,15-09-2024,P002,Headphones,Electronics,11273.63,1,0,11273.63,2306.99
O0082,14-12-2025,C064,Customer 64,Mumbai,West,30-01-2024,P002,Headphones,Electronics,11273.63,4,0.15,38330.34,8536.22
O0092,14-10-2025,C058,Customer 58,Bengaluru,South,05-06-2024,P002,Headphones,Electronics,11273.63,3,0.2,27056.71,3359.68
O0097,07-08-2024,C043,Customer 43,Chennai,South,13-08-2023,P002,Headphones,Electronics,11273.63,4,0.15,38330.34,3673.64
O0120,19-09-2024,C034,Customer 34,Pune,West,16-06-2023,P002,Headphones,Electronics,11273.63,5,0,56368.15,10682.34
O0135,20-04-2025,C047,Customer 47,Hyderabad,South,09-03-2023,P002,Headphones,Electronics,11273.63,3,0.05,32129.85,3957.08
O0152,17-07-2024,C063,Customer 63,Noida,North,02-09-2024,P002,Headphones,Electronics,11273.63,5,0,56368.15,19399.28
O0168,04-08-2024,C030,Customer 30,Kolkata,East,24-10-2023,P002,Headphones,Electronics,11273.63,1,0.2,9018.9,1013.15
O0169,02-09-2024,C015,Customer 15,Delhi,North,13-06-2023,P002,Headphones,Electronics,11273.63,3,0.15,28747.76,2137.58
O0184,19-11-2025,C047,Customer 47,Hyderabad,South,09-03-2023,P002,Headphones,Electronics,11273.63,5,0.1,50731.34,17006.97
O0186,11-10-2024,C004,Customer 4,Mumbai,West,23-11-2024,P002,Headphones,Electronics,11273.63,4,0.1,40585.07,9961.72
O0187,18-05-2025,C044,Customer 44,Pune,West,27-02-2023,P002,Headphones,Electronics,11273.63,2,0.1,20292.53,3668.19
O0189,13-06-2024,C029,Customer 29,Mumbai,West,16-02-2023,P002,Headphones,Electronics,11273.63,3,0.15,28747.76,2339.49
O0218,12-04-2024,C072,Customer 72,Hyderabad,South,21-03-2024,P002,Headphones,Electronics,11273.63,5,0.1,50731.34,7589.33
O0250,28-06-2024,C008,Customer 8,Mumbai,West,12-08-2023,P002,Headphones,Electronics,11273.63,3,0,33820.89,9275.18
O0279,02-09-2025,C009,Customer 9,Kolkata,East,01-06-2024,P002,Headphones,Electronics,11273.63,3,0.2,27056.71,2550.53
O0308,07-06-2024,C099,Customer 99,Pune,West,24-03-2024,P002,Headphones,Electronics,11273.63,1,0.1,10146.27,2051.82
O0318,20-01-2025,C023,Customer 23,Delhi,North,15-04-2024,P002,Headphones,Electronics,11273.63,1,0.15,9582.59,2004.15
O0334,13-02-2024,C032,Customer 32,Mumbai,West,25-01-2024,P002,Headphones,Electronics,11273.63,3,0,33820.89,5719.83
O0352,25-04-2025,C018,Customer 18,Kolkata,East,11-12-2023,P002,Headphones,Electronics,11273.63,3,0,33820.89,6153
O0386,04-04-2025,C043,Customer 43,Chennai,South,13-08-2023,P002,Headphones,Electronics,11273.63,5,0,56368.15,15541.68
O0390,14-06-2024,C019,Customer 19,Mumbai,West,05-04-2023,P002,Headphones,Electronics,11273.63,5,0.1,50731.34,8908.33
O0426,16-09-2024,C007,Customer 7,Delhi,North,31-01-2023,P002,Headphones,Electronics,11273.63,4,0.2,36075.62,7680.83
O0438,28-02-2024,C054,Customer 54,Chennai,South,27-09-2023,P002,Headphones,Electronics,11273.63,5,0.05,53549.74,7088.2
O0444,05-04-2025,C047,Customer 47,Hyderabad,South,09-03-2023,P002,Headphones,Electronics,11273.63,1,0.1,10146.27,974.36
O0467,26-02-2024,C089,Customer 89,Gurugram,North,12-03-2023,P002,Headphones,Electronics,11273.63,4,0.1,40585.07,13117.65
O0489,28-01-2025,C065,Customer 65,Noida,North,02-09-2024,P002,Headphones,Electronics,11273.63,1,0,11273.63,1545.2
O0496,31-10-2025,C073,Customer 73,Bengaluru,South,09-04-2024,P002,Headphones,Electronics,11273.63,3,0.05,32129.85,7365.95
O0510,23-09-2025,C087,Customer 87,Kolkata,East,03-08-2024,P002,Headphones,Electronics,11273.63,3,0,33820.89,5678.07
O0572,05-01-2025,C079,Customer 79,Kolkata,East,06-06-2023,P002,Headphones,Electronics,11273.63,5,0.05,53549.74,11162.55
O0581,15-03-2024,C083,Customer 83,Pune,West,15-05-2024,P002,Headphones,Electronics,11273.63,1,0.15,9582.59,1105.55
O0595,12-07-2024,C045,Customer 45,Kolkata,East,02-02-2023,P002,Headphones,Electronics,11273.63,4,0,45094.52,4353.26
O0597,17-01-2024,C004,Customer 4,Mumbai,West,23-11-2024,P002,Headphones,Electronics,11273.63,5,0.2,45094.52,14920.49
O0608,14-12-2025,C010,Customer 10,Jaipur,North,28-01-2023,P002,Headphones,Electronics,11273.63,4,0.2,36075.62,7479.88
O0622,28-07-2024,C070,Customer 70,Chennai,South,01-10-2023,P002,Headphones,Electronics,11273.63,2,0.15,19165.17,4433.3
O0623,16-10-2024,C091,Customer 91,Bengaluru,South,06-11-2024,P002,Headphones,Electronics,11273.63,4,0,45094.52,9723.45
O0624,02-01-2025,C088,Customer 88,Mumbai,West,29-03-2023,P002,Headphones,Electronics,11273.63,4,0.05,42839.79,9000.43
O0643,18-01-2024,C035,Customer 35,Pune,West,30-12-2023,P002,Headphones,Electronics,11273.63,5,0.1,50731.34,8796.89
O0647,03-09-2024,C004,Customer 4,Mumbai,West,23-11-2024,P002,Headphones,Electronics,11273.63,1,0,11273.63,2337.2
O0655,07-04-2024,C080,Customer 80,Pune,West,15-06-2023,P002,Headphones,Electronics,11273.63,3,0.1,30438.8,10446.56
O0656,09-12-2025,C052,Customer 52,Hyderabad,South,23-05-2023,P002,Headphones,Electronics,11273.63,5,0,56368.15,6703.86
O0659,31-07-2024,C040,Customer 40,Kolkata,East,17-06-2023,P002,Headphones,Electronics,11273.63,2,0.2,18037.81,2603.68
O0670,07-11-2025,C044,Customer 44,Pune,West,27-02-2023,P002,Headphones,Electronics,11273.63,4,0,45094.52,11449.88
O0671,29-10-2024,C035,Customer 35,Pune,West,30-12-2023,P002,Headphones,Electronics,11273.63,4,0,45094.52,12700.88
O0673,11-10-2025,C067,Customer 67,Hyderabad,South,20-07-2024,P002,Headphones,Electronics,11273.63,2,0.05,21419.9,5644.21
O0691,09-09-2025,C075,Customer 75,Chennai,South,02-07-2023,P002,Headphones,Electronics,11273.63,5,0,56368.15,7898.9
O0732,01-02-2025,C072,Customer 72,Hyderabad,South,21-03-2024,P002,Headphones,Electronics,11273.63,5,0.15,47912.93,6900.48
O0736,08-11-2024,C085,Customer 85,Pune,West,11-11-2023,P002,Headphones,Electronics,11273.63,2,0,22547.26,1924.6
O0796,09-01-2024,C029,Customer 29,Mumbai,West,16-02-2023,P002,Headphones,Electronics,11273.63,2,0,22547.26,4715.82
O0821,20-03-2025,C091,Customer 91,Bengaluru,South,06-11-2024,P002,Headphones,Electronics,11273.63,1,0,11273.63,855.26
O0840,23-02-2024,C059,Customer 59,Gurugram,North,04-04-2023,P002,Headphones,Electronics,11273.63,3,0,33820.89,6784.89
O0859,30-11-2024,C036,Customer 36,Kolkata,East,17-11-2024,P002,Headphones,Electronics,11273.63,4,0.15,38330.34,11482.62
O0870,01-02-2024,C069,Customer 69,Mumbai,West,29-11-2024,P002,Headphones,Electronics,11273.63,3,0.2,27056.71,9394.17
O0904,05-12-2024,C035,Customer 35,Pune,West,30-12-2023,P002,Headphones,Electronics,11273.63,1,0.1,10146.27,1962.26
O0910,05-11-2024,C053,Customer 53,Kolkata,East,28-07-2024,P002,Headphones,Electronics,11273.63,4,0.1,40585.07,3259.37
O0017,10-08-2024,C035,Customer 35,Pune,West,30-12-2023,P003,Mouse,Electronics,16937.37,4,0,67749.48,7247.12
O0042,18-07-2025,C024,Customer 24,Chennai,South,08-05-2023,P003,Mouse,Electronics,16937.37,3,0,50812.11,13839.66
O0076,22-06-2024,C009,Customer 9,Kolkata,East,01-06-2024,P003,Mouse,Electronics,16937.37,2,0.1,30487.27,5852.21
O0100,13-12-2025,C004,Customer 4,Mumbai,West,23-11-2024,P003,Mouse,Electronics,16937.37,4,0.2,54199.58,12207.04
O0105,22-03-2025,C079,Customer 79,Kolkata,East,06-06-2023,P003,Mouse,Electronics,16937.37,2,0.05,32181,3727.41
O0107,23-04-2025,C039,Customer 39,Bengaluru,South,30-06-2024,P003,Mouse,Electronics,16937.37,4,0.15,57587.06,5730.69
O0111,04-08-2024,C065,Customer 65,Noida,North,02-09-2024,P003,Mouse,Electronics,16937.37,1,0,16937.37,2773.18
O0132,05-07-2025,C094,Customer 94,Chennai,South,13-09-2024,P003,Mouse,Electronics,16937.37,5,0.15,71983.82,9431.66
O0158,07-07-2024,C016,Customer 16,Noida,North,15-12-2023,P003,Mouse,Electronics,16937.37,4,0.05,64362.01,11722.94
O0172,24-12-2025,C037,Customer 37,Hyderabad,South,19-12-2024,P003,Mouse,Electronics,16937.37,3,0,50812.11,6069.14
O0190,22-10-2024,C010,Customer 10,Jaipur,North,28-01-2023,P003,Mouse,Electronics,16937.37,3,0.05,48271.5,12458.98
O0207,28-02-2025,C073,Customer 73,Bengaluru,South,09-04-2024,P003,Mouse,Electronics,16937.37,2,0.2,27099.79,1922.54
O0210,01-06-2024,C041,Customer 41,Gurugram,North,24-01-2024,P003,Mouse,Electronics,16937.37,5,0.15,71983.82,14173.05
O0241,29-10-2024,C005,Customer 5,Chennai,South,31-03-2023,P003,Mouse,Electronics,16937.37,4,0.1,60974.53,9614.94
O0246,06-11-2025,C096,Customer 96,Chennai,South,07-12-2024,P003,Mouse,Electronics,16937.37,2,0.1,30487.27,3816.64
O0256,09-01-2025,C012,Customer 12,Chennai,South,05-03-2024,P003,Mouse,Electronics,16937.37,4,0.2,54199.58,15792.47
O0295,01-06-2025,C038,Customer 38,Mumbai,West,15-09-2024,P003,Mouse,Electronics,16937.37,5,0.1,76218.16,10553.88
O0296,19-12-2025,C050,Customer 50,Gurugram,North,10-02-2024,P003,Mouse,Electronics,16937.37,5,0.05,80452.51,6416.37
O0300,13-03-2025,C031,Customer 31,Mumbai,West,27-08-2023,P003,Mouse,Electronics,16937.37,4,0.15,57587.06,4522.07
O0327,11-11-2024,C048,Customer 48,Kolkata,East,03-08-2024,P003,Mouse,Electronics,16937.37,5,0.05,80452.51,16740.58
O0329,04-08-2024,C074,Customer 74,Delhi,North,27-09-2023,P003,Mouse,Electronics,16937.37,1,0,16937.37,1885.59
O0331,16-03-2025,C042,Customer 42,Hyderabad,South,17-10-2024,P003,Mouse,Electronics,16937.37,1,0,16937.37,3374.19
O0337,22-01-2024,C045,Customer 45,Kolkata,East,02-02-2023,P003,Mouse,Electronics,16937.37,4,0,67749.48,5728.35
O0341,21-03-2024,C034,Customer 34,Pune,West,16-06-2023,P003,Mouse,Electronics,16937.37,4,0.1,60974.53,10373.9
O0361,17-12-2024,C086,Customer 86,Kolkata,East,01-03-2023,P003,Mouse,Electronics,16937.37,1,0.05,16090.5,1304.14
O0366,24-10-2025,C014,Customer 14,Jaipur,North,12-10-2023,P003,Mouse,Electronics,16937.37,5,0,84686.85,24285.49
O0367,25-07-2025,C026,Customer 26,Chennai,South,28-10-2023,P003,Mouse,Electronics,16937.37,3,0,50812.11,7566.29
O0377,12-05-2025,C056,Customer 56,Jaipur,North,13-02-2024,P003,Mouse,Electronics,16937.37,2,0,33874.74,5166.57
O0380,23-06-2025,C037,Customer 37,Hyderabad,South,19-12-2024,P003,Mouse,Electronics,16937.37,5,0.2,67749.48,14358.23
O0394,13-06-2024,C049,Customer 49,Pune,West,06-08-2023,P003,Mouse,Electronics,16937.37,1,0,16937.37,1273.06
O0407,16-10-2025,C020,Customer 20,Noida,North,10-04-2023,P003,Mouse,Electronics,16937.37,1,0,16937.37,2058.43
O0422,18-05-2024,C030,Customer 30,Kolkata,East,24-10-2023,P003,Mouse,Electronics,16937.37,4,0.15,57587.06,6028.41
O0430,30-01-2025,C025,Customer 25,Noida,North,22-03-2023,P003,Mouse,Electronics,16937.37,4,0.05,64362.01,17570.33
O0453,23-11-2024,C054,Customer 54,Chennai,South,27-09-2023,P003,Mouse,Electronics,16937.37,1,0.2,13549.9,3449.52
O0475,11-12-2024,C069,Customer 69,Mumbai,West,29-11-2024,P003,Mouse,Electronics,16937.37,5,0.15,71983.82,23078.03
O0483,10-05-2025,C084,Customer 84,Delhi,North,25-04-2023,P003,Mouse,Electronics,16937.37,1,0,16937.37,3080.6
O0505,22-07-2024,C091,Customer 91,Bengaluru,South,06-11-2024,P003,Mouse,Electronics,16937.37,5,0,84686.85,23415.03
O0521,27-07-2024,C009,Customer 9,Kolkata,East,01-06-2024,P003,Mouse,Electronics,16937.37,4,0,67749.48,11780.82
O0527,09-09-2024,C042,Customer 42,Hyderabad,South,17-10-2024,P003,Mouse,Electronics,16937.37,3,0.1,45730.9,8929.14
O0562,12-01-2024,C058,Customer 58,Bengaluru,South,05-06-2024,P003,Mouse,Electronics,16937.37,3,0.1,45730.9,12203.97
O0565,21-12-2025,C040,Customer 40,Kolkata,East,17-06-2023,P003,Mouse,Electronics,16937.37,2,0.05,32181,8232.61
O0586,26-01-2025,C036,Customer 36,Kolkata,East,17-11-2024,P003,Mouse,Electronics,16937.37,4,0,67749.48,23567.13
O0589,22-12-2024,C020,Customer 20,Noida,North,10-04-2023,P003,Mouse,Electronics,16937.37,5,0,84686.85,20838.07
O0632,02-12-2025,C090,Customer 90,Chennai,South,09-05-2023,P003,Mouse,Electronics,16937.37,2,0.05,32181,6925.12
O0645,21-11-2025,C098,Customer 98,Hyderabad,South,13-02-2024,P003,Mouse,Electronics,16937.37,1,0.1,15243.63,4480.82
O0648,28-12-2024,C004,Customer 4,Mumbai,West,23-11-2024,P003,Mouse,Electronics,16937.37,2,0.1,30487.27,6339.43
O0658,03-02-2024,C056,Customer 56,Jaipur,North,13-02-2024,P003,Mouse,Electronics,16937.37,3,0.1,45730.9,10017.49
O0660,30-12-2025,C022,Customer 22,Jaipur,North,28-09-2023,P003,Mouse,Electronics,16937.37,5,0,84686.85,23346.16
O0664,20-12-2024,C059,Customer 59,Gurugram,North,04-04-2023,P003,Mouse,Electronics,16937.37,1,0.1,15243.63,4171.22
O0665,18-03-2024,C003,Customer 3,Kolkata,East,23-05-2023,P003,Mouse,Electronics,16937.37,1,0,16937.37,3067.81
O0687,13-04-2025,C081,Customer 81,Chennai,South,27-06-2024,P003,Mouse,Electronics,16937.37,4,0.1,60974.53,14329.05
O0706,28-03-2024,C083,Customer 83,Pune,West,15-05-2024,P003,Mouse,Electronics,16937.37,5,0.1,76218.16,18403.19
O0712,14-08-2024,C046,Customer 46,Pune,West,15-02-2024,P003,Mouse,Electronics,16937.37,5,0.1,76218.16,19534.66
O0754,14-04-2024,C085,Customer 85,Pune,West,11-11-2023,P003,Mouse,Electronics,16937.37,5,0,84686.85,29380.64
O0774,01-01-2025,C085,Customer 85,Pune,West,11-11-2023,P003,Mouse,Electronics,16937.37,4,0.15,57587.06,14353.18
O0790,27-11-2025,C043,Customer 43,Chennai,South,13-08-2023,P003,Mouse,Electronics,16937.37,2,0.1,30487.27,3593.15
O0805,04-11-2024,C070,Customer 70,Chennai,South,01-10-2023,P003,Mouse,Electronics,16937.37,1,0.2,13549.9,4120.81
O0807,02-09-2024,C004,Customer 4,Mumbai,West,23-11-2024,P003,Mouse,Electronics,16937.37,4,0,67749.48,16520.77
O0811,25-06-2024,C066,Customer 66,Gurugram,North,25-06-2024,P003,Mouse,Electronics,16937.37,4,0,67749.48,14492.08
O0826,22-09-2024,C008,Customer 8,Mumbai,West,12-08-2023,P003,Mouse,Electronics,16937.37,5,0.1,76218.16,21714.26
O0860,17-03-2024,C047,Customer 47,Hyderabad,South,09-03-2023,P003,Mouse,Electronics,16937.37,3,0.05,48271.5,6351.89
O0874,16-01-2025,C044,Customer 44,Pune,West,27-02-2023,P003,Mouse,Electronics,16937.37,2,0,33874.74,10064.25
O0879,08-02-2025,C020,Customer 20,Noida,North,10-04-2023,P003,Mouse,Electronics,16937.37,2,0.1,30487.27,5486.09
O0882,01-06-2024,C007,Customer 7,Delhi,North,31-01-2023,P003,Mouse,Electronics,16937.37,3,0,50812.11,9339.44
O0885,27-01-2025,C018,Customer 18,Kolkata,East,11-12-2023,P003,Mouse,Electronics,16937.37,4,0,67749.48,5170.4
O0902,08-02-2024,C075,Customer 75,Chennai,South,02-07-2023,P003,Mouse,Electronics,16937.37,5,0,84686.85,8694.55
O0914,28-06-2024,C019,Customer 19,Mumbai,West,05-04-2023,P003,Mouse,Electronics,16937.37,3,0,50812.11,12685.73
O0927,05-05-2025,C065,Customer 65,Noida,North,02-09-2024,P003,Mouse,Electronics,16937.37,5,0.05,80452.51,6470.68
O0947,01-04-2025,C002,Customer 2,Hyderabad,South,08-09-2023,P003,Mouse,Electronics,16937.37,3,0.05,48271.5,7763.05
O0974,05-12-2024,C096,Customer 96,Chennai,South,07-12-2024,P003,Mouse,Electronics,16937.37,4,0,67749.48,11431.9
O0980,11-07-2024,C053,Customer 53,Kolkata,East,28-07-2024,P003,Mouse,Electronics,16937.37,4,0.1,60974.53,14857.45
O0014,03-01-2024,C047,Customer 47,Hyderabad,South,09-03-2023,P004,Keyboard,Electronics,29436.02,4,0,117744.08,11702.72
O0040,10-10-2024,C047,Customer 47,Hyderabad,South,09-03-2023,P004,Keyboard,Electronics,29436.02,1,0.15,25020.62,4430.47
